Codice Fornitore	Nome Fornitore	Codice Prodotto	Nome Prodotto	Reparto	Categoria Tassonomia	Sottocategoria	Tassonomia Completa	Categoria Prodotto
19010061	La Nicchia	NPLC100F	POLVERE DI CAPPERO BUSTA 100 GRAMMI	DISPENSA	Sott'oli e sott'aceti	Capperi	DISPENSA > Sott'oli e sott'aceti > Capperi	Dispensa
19010502	Lunardi	LU101	Fratelli Lunardi - Cantucci con cioccolato 400g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU102	Fratelli Lunardi - Cantucci con cioccolato 200g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU120	Fratelli Lunardi - Cantucci con cioccolato e arancia 200g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU151	Fratelli Lunardi - Cantucci con mandorle 400g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU152	Fratelli Lunardi - Cantucci con mandorle 200g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU161	Fratelli Lunardi - Cantucci Con Muesli 200g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU170	Fratelli Lunardi - Cantucci con limone e polpa di lime 200g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU181	Fratelli Lunardi - Cookies Cocchi di Babbo 300g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU182	Fratelli Lunardi - Cookies Ramerini 300g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU183	Fratelli Lunardi - Cookies Cioccoalleri 300g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU184	Fratelli Lunardi - Cookies Addormentasocere 300g	DISPENSA	Dolci e prodotti da forno	Biscotti e cantucci	DISPENSA > Dolci e prodotti da forno > Biscotti e cantucci	Dispensa
19010502	Lunardi	LU516	Fratelli Lunardi - Panforte Margherita	DISPENSA	Dolci e prodotti da forno	Dolci da ricorrenza	DISPENSA > Dolci e prodotti da forno > Dolci da ricorrenza	Dispensa
19010502	Lunardi	LU533	Fratelli Lunardi - Crema Spalmabile Gianduia 200g	DISPENSA	Dolci e prodotti da forno	Miele	DISPENSA > Dolci e prodotti da forno > Miele	Dispensa
19010502	Lunardi	LU606	Fratelli Lunardi - Crocchetti Classici 80g	DISPENSA	Dolci e prodotti da forno	Taralli e grissini	DISPENSA > Dolci e prodotti da forno > Taralli e grissini	Dispensa
19010502	Lunardi	LU607	Fratelli Lunardi - Crocchetti Cipolla 80g	DISPENSA	Dolci e prodotti da forno	Taralli e grissini	DISPENSA > Dolci e prodotti da forno > Taralli e grissini	Dispensa
19010502	Lunardi	LU608	Fratelli Lunardi - Crocchetti Sesamo 80g	DISPENSA	Dolci e prodotti da forno	Taralli e grissini	DISPENSA > Dolci e prodotti da forno > Taralli e grissini	Dispensa
19010502	Lunardi	LU609	Fratelli Lunardi - Crocchetti Integrali 80g	DISPENSA	Dolci e prodotti da forno	Taralli e grissini	DISPENSA > Dolci e prodotti da forno > Taralli e grissini	Dispensa
19010502	Lunardi	LU610	Fratelli Lunardi - Crocchetti Rosmarino 80g	DISPENSA	Dolci e prodotti da forno	Taralli e grissini	DISPENSA > Dolci e prodotti da forno > Taralli e grissini	Dispensa
19010703	MEDIMER	CM200VCL9-11	MEDIMER - FILETTI DI ACCIUGHE DEL CANTABRICO	MARE	Ittico conservato	Acciughe e alici	MARE > Ittico conservato > Acciughe e alici	Mare
19010703	MEDIMER	CM350200ACO	FILETTI DI ACCIUGHE GRAN FORMATO	MARE	Ittico conservato	Acciughe e alici	MARE > Ittico conservato > Acciughe e alici	Mare
19010703	MEDIMER	CM50ACO	MEDIMER - FILETTI ACCIUGHE CANTABRICO IN OLIO DI OLIVA	MARE	Ittico conservato	Acciughe e alici	MARE > Ittico conservato > Acciughe e alici	Mare
19010703	MEDIMER	CM80RACM	MEDIMER - FILETTI DI ACCIUGHE DEL CANTABRICO RESERVA	MARE	Ittico conservato	Acciughe e alici	MARE > Ittico conservato > Acciughe e alici	Mare
19010003	MENODICIOTTO	RP CAFFE	GELATO GUSTO CAFFE' 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RP CIOCCOLATO	GELATO GUSTO CIOCCOLATO AL LATTE 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RP COCCO	GELATO GUSTO COCCO 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RP CREMA	GELATO GUSTO CREMA ALL'UOVO 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RP FIORDIPANNA	GELATO GUSTO FIOR DI PANNA 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RP GIANDUIA	GELATO GUSTO GIANDUIA 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RP LIMONE	SORBETTO GUSTO LIMONE 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RP NOCCIOLA	GELATO GUSTO NOCCIOLE PIEMONTE IGP 1.5KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS ARANCIA__CAMPARI	SORBETTO DI ARANCIA ROSSA E CAMPAR 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS CANNELLA	GELATO GUSTO CANNELLA 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS CARAIBI LIME	SORBETTO GUSTO LIME CARAIBI 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS DULCE LECHE	GELATO GUSTO DULCE DE LECHE ARGEN 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS FOND NERO	GELATO GUSTO FONDENTE NERO 1.6KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS FR PASSIONE	SORBETTO FRUTTO DELLA PASSIONE 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS FRAGOLA	SORBETTO GUSTO FRAGOLA 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS GELSI NERI	SORBETTO GUSTO GELSI NERI SICILIAN 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS LAMPONE	SORBETTO GUSTO LAMPONE 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS LIMON__SALVIA	SORBETTO GUSTO LIMONE & SALVIA 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS MANDARINO	SORBETTO GUSTO MANDARINO 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS MANGO	SORBETTO GUSTO MANGO 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS MANGO__RHUM	SORBETTO AL MANGO ALPHONSO & RHUM 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS MELA VERDE	SORBETTO GUSTO MELA VERDE 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS MIRTILLO	SORBETTO GUSTO MIRTILLO 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS MOJITO	SORBETTO GUSTO MOJITO 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS PERA__CALVADOS	SORBETTO DI PERA E CALVADOS 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS PESCA	SORBETTO GUSTO PESCA 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS POMPEL ROSA	SORBETTO GUSTO POMPELMO ROSA 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS UVA FRAGOLA	SORBETTO GELATO UVA FRAGOLA 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RS YOGURTH	GELATO GUSTO YOGURTH 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RT MADAG VANIGL	GELATO GUSTO VANIGLIA DI MADAGASCAR 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RT MASCARPONE	GELATO GUSTO MASCARPONE 1.5KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RT PARMIGIANO	GELATO GUSTO PARMIGIANO 1.8KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010003	MENODICIOTTO	RT V PISTACCHIO	GELATO GUSTO PISTACCHIO 1.5KG	GELO	Gelati	Gelato artigianale	GELO > Gelati > Gelato artigianale	Gelo
19010375	Malpighi	MALPIGHI197	Acetaia Malpighi - Aceto Balsamico Tradizionale di Modena DOP Extravecchio Ermes 100ml	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI230	Acetaia Malpighi - Aceto Balsamico di Modena IGP Oro 250ml	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI232	Acetaia Malpighi - Aceto Balsamico di Modena IGP Silver (Argento) 250ml	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI287	Acetaia Malpighi - Aceto Balsamico di Modena IGP Bronzo 250ml	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI344	Acetaia Malpighi - Riserva Saporoso Condimento Balsamico 100ml	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI414	Acetaia Malpighi - Perle Bianche di Condimento Balsamico 50g	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI417	Acetaia Malpighi - Perle all'Aceto Balsamico di Modena IGP 50g	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI444	Acetaia Malpighi - Aceto Balsamico di Modena IGP Platino 250ml con Astuccio	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI52	Acetaia Malpighi - Saporoso Condimento all'Aceto Balsamico di Modena IGP 200ml	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI662	Acetaia Malpighi - Perle al Condimento Rosé con Essenza di Rosa 50g	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI71	Acetaia Malpighi - Saporoso Condimento all'Aceto Balsamico di Modena IGP 100ml	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010375	Malpighi	MALPIGHI98	Acetaia Malpighi - CONDIMENTO ALIMENTARE BIANCO PRELIBATO 200ML	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010783	Medimer	CM7438ACO	FILETTI DI ACCIUGHE DEL CANTABRICO 74g	MARE	Ittico conservato	Acciughe e alici	MARE > Ittico conservato > Acciughe e alici	Mare
19010206	Mongetto	COFALBI0210	Il Mongetto - Confettura Artigianale di Albicocche 230g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFALBI1062	Il Mongetto - Confettura Artigianale di Albicocche 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFARAN0040	Il Mongetto - Marmellata Artigianale di Arance 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFARAN0212	Il Mongetto - Marmellata Artigianale di Arance 230g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFARAN1062	Il Mongetto - Marmellata Artigianale di Arance 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFCOPE0040	Il Mongetto - Confettura Artigianale di Mele Cotogne e Pere 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFCOPE1062	Il Mongetto - Confettura Artigianale di Mele Cotogne e Pere 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFCOTO0040	Il Mongetto - Confettura Artigianale di Mele Cotogne 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFCOTO1062	Il Mongetto - Confettura Artigianale di Mele Cotogne 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFFICH0040	Il Mongetto - Confettura Artigianale di Fichi 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFFICH1062	Il Mongetto - Confettura Artigianale di Fichi 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFFRAG1062	Il Mongetto - Confettura Artigianale di Fragole 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFLAMP0040	Il Mongetto - Confettura Extra di Lamponi 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFLAMP0212	Il Mongetto - Confettura Artigianale di Lamponi 230g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFMARA1062	Il Mongetto - Marmellata Artigianale di Mandarini 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFMCED1062	Il Mongetto - Marmellata Artigianale di Cedri 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFMIRT0040	Il Mongetto - Confettura Artigianale di Mirtilli 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFMIRT1062	Il Mongetto - Confettura Artigianale di Mirtilli 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFMLIM1062	Il Mongetto - Marmellata Artigianale di Limoni 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFMORA0212	Il Mongetto - Confettura Extra di More 230g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFMORE1062	Il Mongetto - Confettura Artigianale di More di Rovo 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFMORO0040	Il Mongetto - Confettura Artigianale di More di Rovo 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COFPESC1062	Il Mongetto - Confettura Artigianale di Pesche 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COPARAN0040	Il Mongetto - Marmellata di Arance Piccante 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COPARAN1062	Il Mongetto - Marmellata di Arance Piccante 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COPOCOT1062	Il Mongetto - Confettura di Mele Cotogne Piccante 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COPPEPE0040	Il Mongetto - Composta di Peperoni Piccante 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COPPEPE1062	Il Mongetto - Composta di Peperoni Piccante 1,2kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COPPOVE0040	Il Mongetto - Confettura Artigianale di Pomodori Verdi Piccante 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COSCUGA0212	Il Mongetto - Carciuga Crema Artigianale di Carciofi e Acciughe 200g	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010206	Mongetto	COSMOST0035	Il Mongetto - Mostarda d'Uva Artigianale (Cugnà) 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	COSMOST1062	Il Mongetto - Mostarda d'Uva Artigianale (Cugnà) 1,1kg	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	CSZFIC0040	Il Mongetto - Composta Artigianale di Fichi Senza Zuccheri Aggiunti 40g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010206	Mongetto	SOTAC200CAD	Il Mongetto - Filetti di Acciughe del Cantabrico in Olio 200g	MARE	Ittico conservato	Acciughe e alici	MARE > Ittico conservato > Acciughe e alici	Dispensa
19010206	Mongetto	SOTACCANT50	Il Mongetto - Filetti di Acciughe del Cantabrico in Lattina 50g	MARE	Ittico conservato	Acciughe e alici	MARE > Ittico conservato > Acciughe e alici	Dispensa
19010206	Mongetto	SOTACCCI5KG	Il Mongetto - Acciughe del Cantabrico Sottosale Latta 5kg	MARE	Ittico conservato	Acciughe e alici	MARE > Ittico conservato > Acciughe e alici	Dispensa
19010448	Montanari & Gruzza	MG-ICS2	BURRO SALATO	FORMAGGI	Latticini	Burro	FORMAGGI > Latticini > Burro	Formaggi
19010448	Montanari & Gruzza	MG-INS1	BURRO NOBILE	FORMAGGI	Latticini	Burro	FORMAGGI > Latticini > Burro	Formaggi
19010448	Montanari & Gruzza	MG-INS2	BURRO NOBILE	FORMAGGI	Latticini	Burro	FORMAGGI > Latticini > Burro	Formaggi
19010448	Montanari & Gruzza	MG-KEVS	PARMIGIANO REGGIANO VACCHE ROSSE 24 MESI	FORMAGGI	Formaggi stagionati	Grana e Parmigiano	FORMAGGI > Formaggi stagionati > Grana e Parmigiano	Formaggi
19010448	Montanari & Gruzza	MG-KVBIBIS	PARMIGIANO REGGIANO SOLODIBRUNA EXTRA 36 MESI	FORMAGGI	Formaggi stagionati	Grana e Parmigiano	FORMAGGI > Formaggi stagionati > Grana e Parmigiano	Formaggi
19010448	Montanari & Gruzza	MG-SR24	PARMIGIANO REGGIANO DOP SCELTO 24 MESI	FORMAGGI	Formaggi stagionati	Grana e Parmigiano	FORMAGGI > Formaggi stagionati > Grana e Parmigiano	Formaggi
19010448	Montanari & Gruzza	MG-SRE4	PARMIGIANO REGGIANO DOP SCELTO OLTRE 30 MESI	FORMAGGI	Formaggi stagionati	Grana e Parmigiano	FORMAGGI > Formaggi stagionati > Grana e Parmigiano	Formaggi
19010038	Mulino Marino	BURATTO1	MULINO MARINO - FARINA GRANO TENERO TIPO 2 BURATTO KG1	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	BURATTO10	MULINO MARINO - FARINA BURATTO - SACCO DA 10 KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	ENKIR1	MULINO MARINO - FARINA DI ENKIR TIPO 2 1KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	ENKIR10	MULINO MARINO - FARINA ENKIR TIPO 2 - SACCO 10 KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	ENKIRINT10	MULINO MARINO - FARINA ENKIR INTEGRALE - SACCO 10 KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	FAR1511	MULINO MARINO - FARINA GRANO TENERO TIPO 00 1KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	FAR15110	MULINO MARINO - FARINA GRANO TENERO TIPO 00 SACCO 10KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	FARRINT1	MULINO MARINO - MACINATO INTERO DI FARRO INTEGRALE 1KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	FARRINT10	MULINO MARINO - MACINATO FARRO INTEGRALE- SACCO 10 KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	FARRISO1	MULINO MARINO - FARINA DI RISO 1KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	FARROBIANCO5	MULINO MARINO - FARINA DI FARRO BIANCO 5KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	FARTIPO01	MULINO MARINO - FARINA DI GRANO TENERO TIPO 0 - 1KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	FARTIPO010	MULINO MARINO - FARINA GRANO TENERO TIPO 0 - SACCO 10KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	MACINA1	MULINO MARINO - FARINA MACINA CONFEZIONE DA 1KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	MACINA10	MULINO MARINO - FARINA MACINA SACCO 10KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	MANITOBA1	MULINO MARINO - FARINA TIPO FURIA ITALIANA BIO 1KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	MANITOBA10	MULINO MARINO - FARINA TIPO "FURIA" SACCO DA 10 KG	DISPENSA	Farine e lieviti	Farina di grano tenero	DISPENSA > Farine e lieviti > Farina di grano tenero	Dispensa
19010038	Mulino Marino	SARACENO1	MULINO MARINO - FARINA DI GRANO SARACENO 1KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	SEGALE10	MULINO MARINO - MACINATO INTERO SEGALE SACCO 10 KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	SEGALEBIANCA5	MULINO MARINO - FARINA DI SEGALE BIANCA 5KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	SEMOLA1	MULINO MARINO - SEMOLA 1KG DI GRANO DURO DA COLTIVAZIONE BIOLOGICA	DISPENSA	Farine e lieviti	Farina di grano duro e semola	DISPENSA > Farine e lieviti > Farina di grano duro e semola	Dispensa
19010038	Mulino Marino	SEMOLA10	MULINO MARINO - SEMOLA DI GRANO DURO SACCO 10KG	DISPENSA	Farine e lieviti	Farina di grano duro e semola	DISPENSA > Farine e lieviti > Farina di grano duro e semola	Dispensa
19010038	Mulino Marino	SETTE2.01	MULINO MARINO - FARINA 7 EFFE 2.O DA 1KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	SETTE2.05	MULINO MARINO - FARINA 7 EFFE 2.O DA 5KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
19010038	Mulino Marino	SETTEEFFE1	MULINO MARINO - FARINA SETTE EFFE AI 7 CEREALI 1KG	DISPENSA	Farine e lieviti	Farine speciali	DISPENSA > Farine e lieviti > Farine speciali	Dispensa
