Codice Fornitore	Nome Fornitore	Codice Prodotto	Nome Prodotto	Reparto	Categoria Tassonomia	Sottocategoria	Tassonomia Completa	Categoria Prodotto
19010824	CASA PRENCIPE	CP00003	PACCHERI FRESCHI BIO	DISPENSA	Pasta e riso	Pasta fresca	DISPENSA > Pasta e riso > Pasta fresca	Dispensa
19010824	CASA PRENCIPE	CP00004	CALAMARATA FRESCA BIO	DISPENSA	Pasta e riso	Pasta fresca	DISPENSA > Pasta e riso > Pasta fresca	Dispensa
19010824	CASA PRENCIPE	CP00008	CAVATELLI FRESCHI BIO	DISPENSA	Pasta e riso	Pasta fresca	DISPENSA > Pasta e riso > Pasta fresca	Dispensa
19010824	CASA PRENCIPE	CP00014	FUSILLONI FRESCHI BIO	DISPENSA	Pasta e riso	Pasta fresca	DISPENSA > Pasta e riso > Pasta fresca	Dispensa
19010824	CASA PRENCIPE	CP00017	CHITARRINE FRESCHE BIO	DISPENSA	Pasta e riso	Pasta fresca	DISPENSA > Pasta e riso > Pasta fresca	Dispensa
19010824	CASA PRENCIPE	CP00037	ORECCHIETTE BIO (PASTA ARTIGIANALE SECCA)	DISPENSA	Pasta e riso	Pasta secca di semola	DISPENSA > Pasta e riso > Pasta secca di semola	Dispensa
19010866	CECINAS NIETO	CN002003001	CECINA LEON IGP 5C RESERVA TAPA 7KG	SALUMI	Salumi crudi	Bresaola	SALUMI > Salumi crudi > Bresaola	Salumi
19010866	CECINAS NIETO	CN002003008	CECINA LEON IGP 5C RESERVA CONTRA 8,5KG	SALUMI	Salumi crudi	Bresaola	SALUMI > Salumi crudi > Bresaola	Salumi
19010866	CECINAS NIETO	CN002003084	CECINA LEON IGP RESERVA PREMIUM CONTRA	SALUMI	Salumi crudi	Bresaola	SALUMI > Salumi crudi > Bresaola	Salumi
19010866	CECINAS NIETO	CN002003085	CECINA LEON IGP RESERVA PREMIUM BABILLA	SALUMI	Salumi crudi	Bresaola	SALUMI > Salumi crudi > Bresaola	Salumi
19010866	CECINAS NIETO	CN002003109	CECINA DE LEÓN IGP 10 LONCHEADOS 80GR	SALUMI	Salumi crudi	Bresaola	SALUMI > Salumi crudi > Bresaola	Salumi
19010750	COLIMENA	COLI001	TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIAL400	TONNETTO IN OLIO DI OLIVA GRAN RISERVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIF018	TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIF034	TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIF042	TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIF054	TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIG058	TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIG066	TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLILIS11	LINSAPORISO	MARE	Ittico conservato	Conserve ittiche varie	MARE > Ittico conservato > Conserve ittiche varie	Mare
19010750	COLIMENA	COLIN050	TONNO AL NATURALE	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIN080	TONNO AL NATURALE	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIO046	TONNETTO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIO084	TONNETTO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIP071	PALAMITA IN OLIO DI OLIVA	MARE	Ittico conservato	Conserve ittiche varie	MARE > Ittico conservato > Conserve ittiche varie	Mare
19010750	COLIMENA	COLIP072	PALAMITA IN OLIO DI OLIVA	MARE	Ittico conservato	Conserve ittiche varie	MARE > Ittico conservato > Conserve ittiche varie	Mare
19010750	COLIMENA	COLIPC070	PAPARACCHIELLI AL TONNO	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Mare
19010750	COLIMENA	COLIPSG090	SGOMBRO IN OLIO D'OLIVA	MARE	Ittico conservato	Conserve ittiche varie	MARE > Ittico conservato > Conserve ittiche varie	Mare
19010750	COLIMENA	COLIR030	BRICIOLE DI TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIR031	BRICIOLE DI TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIR115	BRICIOLE DI TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIR115__L	BRICIOLE DI TONNETTO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010750	COLIMENA	COLIV057	VENTRESCA DI TONNO IN OLIO DI OLIVA	MARE	Ittico conservato	Tonno	MARE > Ittico conservato > Tonno	Mare
19010781	CORADAZZI	CORA02	PROSCIUTTO DI SAN DANIELE DOP CORADAZZI CON OSSO	SALUMI	Salumi crudi	Prosciutto crudo nazionale	SALUMI > Salumi crudi > Prosciutto crudo nazionale	Salumi
19010781	CORADAZZI	CORA05	PROSCIUTTO DI SAN DANIELE DOP CORADAZZI DISOSSATO	SALUMI	Salumi crudi	Prosciutto crudo nazionale	SALUMI > Salumi crudi > Prosciutto crudo nazionale	Salumi
19010485	CRUCOLO	05116001	Crucolina	FORMAGGI	Formaggi stagionati	Asiago e semiduri	FORMAGGI > Formaggi stagionati > Asiago e semiduri	Formaggi
19010485	CRUCOLO	05116004	Crucolina	FORMAGGI	Formaggi stagionati	Asiago e semiduri	FORMAGGI > Formaggi stagionati > Asiago e semiduri	Formaggi
19010485	CRUCOLO	1020001	CARNE SALADA CRUCOLO	SALUMI	Salumi crudi	Carne salada	SALUMI > Salumi crudi > Carne salada	Salumi
19010485	CRUCOLO	1020002	CARPACCIO DI BRESAOLA SOTTOVUOTO	SALUMI	Salumi crudi	Bresaola	SALUMI > Salumi crudi > Bresaola	Salumi
19010485	CRUCOLO	111FS9999CS	CRUCOLO IL PIù SAPORITO	FORMAGGI	Formaggi stagionati	Asiago e semiduri	FORMAGGI > Formaggi stagionati > Asiago e semiduri	Formaggi
19010485	CRUCOLO	17010001	DESCRIZIONE:	SALUMI	Insaccati	Salame	SALUMI > Insaccati > Salame	Salumi
19010485	CRUCOLO	190FF0170	CRUCOLOSO formaggio spalmabile;	FORMAGGI	Formaggi freschi	Stracchino e crescenza	FORMAGGI > Formaggi freschi > Stracchino e crescenza	Formaggi
19010485	CRUCOLO	20020008	SPECK CRUCOLO A METà	SALUMI	Salumi crudi	Speck	SALUMI > Salumi crudi > Speck	Salumi
19010485	CRUCOLO	22010008	DESCRIZIONE:	SALUMI	Salumi cotti	Wurstel	SALUMI > Salumi cotti > Wurstel	Salumi
19010485	CRUCOLO	22010012	WURSTEL FRANKFURTER SOTTOVUOTO	SALUMI	Salumi cotti	Wurstel	SALUMI > Salumi cotti > Wurstel	Salumi
19010485	CRUCOLO	24010002	LISTARELLE DI GUANCIALE 100G	SALUMI	Salumi crudi	Guanciale	SALUMI > Salumi crudi > Guanciale	Salumi
19010480	Calugi	APER.ANACARDI70	Anacardi tostati e salati al tartufo estivo	DISPENSA	Dolci e prodotti da forno	Frutta secca e pistacchio	DISPENSA > Dolci e prodotti da forno > Frutta secca e pistacchio	Dispensa
19010480	Calugi	APER.NOCCIOSNACK90	Specialità al tartufo a base di nocciole	DISPENSA	Dolci e prodotti da forno	Frutta secca e pistacchio	DISPENSA > Dolci e prodotti da forno > Frutta secca e pistacchio	Dispensa
19010480	Calugi	APER.NOCCIOSNC500	Specialità al tartufo a base di nocciole	DISPENSA	Dolci e prodotti da forno	Frutta secca e pistacchio	DISPENSA > Dolci e prodotti da forno > Frutta secca e pistacchio	Dispensa
19010480	Calugi	APER.PATATA45	Patatine al Tartufo Bianco	DISPENSA	Dolci e prodotti da forno	Taralli e grissini	DISPENSA > Dolci e prodotti da forno > Taralli e grissini	Dispensa
19010480	Calugi	BT.030	Condimento a base di Burro con Tartufo Bianco	FORMAGGI	Latticini	Burro	FORMAGGI > Latticini > Burro	Dispensa
19010480	Calugi	BT.250X	Condimento a base di Burro con Tartufo Bianco	FORMAGGI	Latticini	Burro	FORMAGGI > Latticini > Burro	Dispensa
19010480	Calugi	BT.N45	Condimento a base di Burro con Tartufo Estivo	FORMAGGI	Latticini	Burro	FORMAGGI > Latticini > Burro	Dispensa
19010480	Calugi	CARP.030	Affettato di Tartufo	DISPENSA	Sott'oli e sott'aceti	Tartufi e funghi secchi	DISPENSA > Sott'oli e sott'aceti > Tartufi e funghi secchi	Dispensa
19010480	Calugi	CFT.045	Crema con Funghi Porcini e Tartufo	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	CONF.FICTART40	Specialità a base di fichi al tartufo	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010480	Calugi	CPARTART.085	Crema Parmigiano Reggiano e Tartufo	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	CPECTART.90	Crema di Pecorino al pepe con Tartufo	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	CRETART085	Crema del Tartufaio	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	MAC-UNIONE15	UNIONE - Petali di Tartufo con Bottarga	DISPENSA	Sott'oli e sott'aceti	Tartufi e funghi secchi	DISPENSA > Sott'oli e sott'aceti > Tartufi e funghi secchi	Dispensa
19010480	Calugi	MAC.PETALI015	DESIDERIO - Petali di Tartufo con Tartufo Estivo	DISPENSA	Sott'oli e sott'aceti	Tartufi e funghi secchi	DISPENSA > Sott'oli e sott'aceti > Tartufi e funghi secchi	Dispensa
19010480	Calugi	MAIO.TART130	Maionese al Gusto di Tartufo	DISPENSA	Olio e aceto	Condimenti e glasse	DISPENSA > Olio e aceto > Condimenti e glasse	Dispensa
19010480	Calugi	MIELE.TN40	Preparato a base di Miele con Tartufo Nero Pregiato	DISPENSA	Dolci e prodotti da forno	Miele	DISPENSA > Dolci e prodotti da forno > Miele	Dispensa
19010480	Calugi	OL.TB055	Condimento Tartufo Bianco in Olio EVO	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010480	Calugi	OL.TBN100	Condimento al tartufo bianco a base di olio extra vergine di oliva	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010480	Calugi	OL.TN055	Condimento a base di olio extra vergine di oliva al gusto di tartufo nero	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010480	Calugi	OL.TN100BOT	Condimento a base di olio extra vergine di oliva al tartufo nero	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010480	Calugi	P.TARTBIAN085	Paté di Tartufo Bianco	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	PERLETN.50	Perle al Tartufo all'Aceto Balsamico di Modena IGP 50g	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010480	Calugi	PREZIOSA45	Preziosa al Tartufo	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	SAL.FT085	Salsa con Funghi Porcini e Tartufo Bianco	DISPENSA	Conserve	Sughi e condimenti pronti	DISPENSA > Conserve > Sughi e condimenti pronti	Dispensa
19010480	Calugi	SALE.TART100QUA	Cristalli Sale Fino Toscano al Tartufo	DISPENSA	Uova e spezie	Sale e insaporitori	DISPENSA > Uova e spezie > Sale e insaporitori	Dispensa
19010480	Calugi	SO.PIOL212	Funghi Porcini Sott'olio	DISPENSA	Sott'oli e sott'aceti	Funghi sott'olio	DISPENSA > Sott'oli e sott'aceti > Funghi sott'olio	Dispensa
19010480	Calugi	STP085	BIANCA Salsa con Tartufo	DISPENSA	Conserve	Sughi e condimenti pronti	DISPENSA > Conserve > Sughi e condimenti pronti	Dispensa
19010480	Calugi	STP500	BIANCA Salsa con Tartufo	DISPENSA	Conserve	Sughi e condimenti pronti	DISPENSA > Conserve > Sughi e condimenti pronti	Dispensa
19010480	Calugi	TA.085B	Crema Tartufata Bianca	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	TA.085N	Salsa al Tartufo Nero	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	TA.085STD	Crema Tartufata con Porcini	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	TA.180N	Crema con tartufo estivo	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	TA.500N15	Crema con tartufo estivo (15%)	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010480	Calugi	ZAFF025	Zafferano puro in pistilli	DISPENSA	Uova e spezie	Spezie ed erbe	DISPENSA > Uova e spezie > Spezie ed erbe	Dispensa
19010901	Capuano	CAP00001	Olive Bella Di Cerignola Giganti	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00003	Olive Bella Di Cerignola Giganti	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00005	Olive Bella Di Cerignola Denocciolate	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00007	Olive Bella Di Cerignola Denocciolate	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00008	Olive Bella Di Cerignola Denocciolate	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00025	Olive Termite Di Bitetto	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00030	Olive Bella Di Cerignola Schiacciate Condite	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00031	Olive Bella Di Cerignola Schiacciate Condite	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP0004	Olive Bella Di Cerignola Giganti	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP0007	Olive Bella Di Cerignola Denocciolate – Vaso 720ml	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00173	Olive Peranzana	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00242	Olive Peranzana	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00252	Olive Leccino	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00318	Olive Bella Di Cerignola Nere	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00363	Pomodorino Soleggiato Gourmet	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010901	Capuano	CAP00413	Pomodorino Soleggiato Gourmet	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010901	Capuano	CAP00425	Olive Bella Di Cerignola Nere	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010901	Capuano	CAP00495	Pomodorino Soleggiato Gourmet	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010901	Capuano	CAP00560	Zucchine Secche	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	BI0325	Casa Marrazzo - Pomodori Pelati BIO 3kg	DISPENSA	Conserve	Pomodoro pelato	DISPENSA > Conserve > Pomodoro pelato	Dispensa
19010074	Casa Marrazzo 1934	CO0141	Casa Marrazzo - Pomodorin Gialli Pacchetelle al Naturale 990g	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010074	Casa Marrazzo 1934	CO0257	Casa Marrazzo - Filetti Pomodoro San Marzano 300g	DISPENSA	Conserve	Pomodoro pelato	DISPENSA > Conserve > Pomodoro pelato	Dispensa
19010074	Casa Marrazzo 1934	CO0271	Casa Marrazzo - Pomodorini Piennolo Pacchetelle 460g	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010074	Casa Marrazzo 1934	CO0486	Casa Marrazzo - Pomodori Pelati Interi San Marzano 520g	DISPENSA	Conserve	Pomodoro pelato	DISPENSA > Conserve > Pomodoro pelato	Dispensa
19010074	Casa Marrazzo 1934	CO0578	Casa Marrazzo - Pomodorini Pelati BIO con Basilico 500g	DISPENSA	Conserve	Pomodoro pelato	DISPENSA > Conserve > Pomodoro pelato	Dispensa
19010074	Casa Marrazzo 1934	CO0585	Casa Marrazzo - Passata Cuor d'Oro con Basilico 750g	DISPENSA	Conserve	Passate e polpe	DISPENSA > Conserve > Passate e polpe	Dispensa
19010074	Casa Marrazzo 1934	CO0790	Casa Marrazzo - Pomodorini Corbarini Acqua Mar 500g	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010074	Casa Marrazzo 1934	CO1063	Casa Marrazzo - Ceci di Cicereale al Naturale 320g	DISPENSA	Conserve	Legumi in conserva	DISPENSA > Conserve > Legumi in conserva	Dispensa
19010074	Casa Marrazzo 1934	CO1131	Casa Marrazzo - Sugo Pomodoro San Marzano DOP 300g	DISPENSA	Conserve	Sughi e condimenti pronti	DISPENSA > Conserve > Sughi e condimenti pronti	Dispensa
19010074	Casa Marrazzo 1934	CO1186	Casa Marrazzo - Sugo di Pomodoro Napoli 300g	DISPENSA	Conserve	Sughi e condimenti pronti	DISPENSA > Conserve > Sughi e condimenti pronti	Dispensa
19010074	Casa Marrazzo 1934	CO1292	Casa Marrazzo - Lenticchie BIO al Naturale Senza Sale 330g	DISPENSA	Conserve	Legumi in conserva	DISPENSA > Conserve > Legumi in conserva	Dispensa
19010074	Casa Marrazzo 1934	CO1308	Casa Marrazzo - Fagioli Controne al Naturale 300g	DISPENSA	Conserve	Legumi in conserva	DISPENSA > Conserve > Legumi in conserva	Dispensa
19010074	Casa Marrazzo 1934	CO1322	Casa Marrazzo - Confettura di Pomodoro San Marzano 350g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010074	Casa Marrazzo 1934	CO1544	Casa Marrazzo - Broccoli Friariello Olio 300g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010074	Casa Marrazzo 1934	CO2091	Casa Marrazzo - Marmellata di Limoni Amalfi 350g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010074	Casa Marrazzo 1934	CO2121	Casa Marrazzo - Pomodorini Piennol Vesuvio Pacch. 460g	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010074	Casa Marrazzo 1934	CO2213	Casa Marrazzo - Fagioli Cannellini BIO al Naturale 320g	DISPENSA	Conserve	Legumi in conserva	DISPENSA > Conserve > Legumi in conserva	Dispensa
19010074	Casa Marrazzo 1934	CO2220	Marrazzo Ceci BIO al Naturale Senza Sale 320g	DISPENSA	Conserve	Legumi in conserva	DISPENSA > Conserve > Legumi in conserva	Dispensa
19010074	Casa Marrazzo 1934	CO2244	Casa Marrazzo - Marmellata di Mandarini Sorrento 350g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010074	Casa Marrazzo 1934	CO2275	Casa Marrazzo - Confettura Mele Annurche 350g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010074	Casa Marrazzo 1934	CO2312	Casa Marrazzo - Pomodoro Secchi in Olio 300g	DISPENSA	Sott'oli e sott'aceti	Pomodori secchi	DISPENSA > Sott'oli e sott'aceti > Pomodori secchi	Dispensa
19010074	Casa Marrazzo 1934	CO2336	Casa Marrazzo - Scarole in Olio con Capperi 310g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	CO2343	Casa Marrazzo - Melanzane a Filetti in Olio 300g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010074	Casa Marrazzo 1934	RA0110	Casa Marrazzo - Scarole in Olio con Capperi 1060ml	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	RA0202	Casa Marrazzo - Broccoli "Friarielli" all'Olio 1060ml	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	RA0363	Casa Marrazzo - Piennolo del Vesuvio Pacchetelle 1060ml	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010074	Casa Marrazzo 1934	RA0820	Casa Marrazzo - Peperoni Grigliati Interi Natur 1060ml	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	RA0967	Casa Marrazzo - Pomodoro Secchi in Olio 1060ml	DISPENSA	Sott'oli e sott'aceti	Pomodori secchi	DISPENSA > Sott'oli e sott'aceti > Pomodori secchi	Dispensa
19010074	Casa Marrazzo 1934	RA0974	Casa Marrazzo - Pomodorini Gialli Ercolano a Pacchetelle 1kg	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010074	Casa Marrazzo 1934	RA0981	Casa Marrazzo - Corbarino a Pacchetelle 1060ml	DISPENSA	Conserve	Passate e polpe	DISPENSA > Conserve > Passate e polpe	Dispensa
19010074	Casa Marrazzo 1934	T.CO2237	Casa Marrazzo - Marmellata di Arance di Pagani 350g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010074	Casa Marrazzo 1934	T.CO2268	Casa Marrazzo - Confettura di Albicocche Pelecchielle 350g	DISPENSA	Conserve	Confetture e mostarde	DISPENSA > Conserve > Confetture e mostarde	Dispensa
19010074	Casa Marrazzo 1934	TR0028	Casa Marrazzo - Peperoni Grigliati Interi al Naturale 1kg	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	TR0035	Casa Marrazzo - Broccoli Friarielli in Olio 1kg	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	TR0042	Casa Marrazzo - Broccoli Friarielli al Naturale 420g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	TR0080	Casa Marrazzo - Pomodori Pelati San Marzano DOP C/basil 3kg	DISPENSA	Conserve	Pomodoro pelato	DISPENSA > Conserve > Pomodoro pelato	Dispensa
19010074	Casa Marrazzo 1934	TR0158	Casa Marrazzo - Peperoni Grigliati al Naturale Interi 420g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010074	Casa Marrazzo 1934	TR0189	Casa Marrazzo - Broccoli Friarielli al Naturale 1kg	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010074	Casa Marrazzo 1934	TR0233	Casa Marrazzo - Peperoni Grigliati al Naturale Filetti 1kg	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010074	Casa Marrazzo 1934	TR0295	Casa Marrazzo - Pomodori Pelati Napoli 3kg	DISPENSA	Conserve	Pomodoro pelato	DISPENSA > Conserve > Pomodoro pelato	Dispensa
19010074	Casa Marrazzo 1934	TR0356	Casa Marrazzo - Pomodori Pelati San Marzano DOP con Basilico 420g	DISPENSA	Conserve	Pomodoro pelato	DISPENSA > Conserve > Pomodoro pelato	Dispensa
19010074	Casa Marrazzo 1934	TR0431	Casa Marrazzo - Carciofi Grigliati Interi con Gambo Olio 1kg	DISPENSA	Sott'oli e sott'aceti	Carciofi	DISPENSA > Sott'oli e sott'aceti > Carciofi	Dispensa
19010074	Casa Marrazzo 1934	TR0448	Casa Marrazzo - Melanzane Grigliate Olio 1kg	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010074	Casa Marrazzo 1934	TR0455	Casa Marrazzo - Zucchine Grigliate in Olio 1kg	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010074	Casa Marrazzo 1934	TR0493	Casa Marrazzo - Passata Pomodoro Napoli 3kg	DISPENSA	Conserve	Passate e polpe	DISPENSA > Conserve > Passate e polpe	Dispensa
